Job_Title,Company,City,State,Work_Type,Min_Salary,Max_Salary,Unit,Posted_Date,Skills,Avg_Salary,Job
Lead Data Analyst,Pearson,Hoboken,NJ,Unknown,96000.0,118000.0,Year,1.0,"['Statistics', 'Microsoft Excel', 'Google Tag Manager', 'Data analysis skills', 'Mid-level', 'Tableau', 'Snowflake', 'SQL', 'Machine learning', 'Product management', 'Organizational skills', 'Software development', 'Data visualization', '4 years', 'Communication skills', 'Python']",107000.0,Data Analyst
Staff Services Analyst I/II,CalHR,Alturas,CA,Full-time,3616.0,5610.0,Year,5.0,"['Customer service', 'English', ""Driver's License"", 'Supervising experience', 'Contracts', 'Budgeting', 'Training & development', '1 year', 'Communication skills', 'Entry level']",4613.0,Data Analyst
Jr. Model Validation Analyst,OptionMetrics,New York,NY,Full-time,75000.0,100000.0,Year,5.0,"['Computer Science', 'SQL', 'Python']",87500.0,Data Analyst
Data Analytics Lead (6256U) - Institute of Transportation Studies,University of California Berkeley,Berkeley,CA,Full-time | Contract,34.77,47.89,Hour,5.0,"['R', 'Statistical analysis', 'Analysis skills', ""Bachelor's degree"", 'GitHub', 'Senior level', 'Python']",41.33,Data Analyst
Data & Assessment Analyst,Mississippi University for Women,Columbus,MS,Full-time,42700.0,52900.0,Year,5.0,"['Microsoft Excel', 'Microsoft Access', 'Mid-level', ""Master's degree"", 'Administrative experience', 'Organizational skills', 'Ellucian', 'Communication skills']",47800.0,Data Analyst
Data Analyst Coordinator,"American Rheinmetall Vehicles, LLC",Troy,MI,Full-time,75000.0,90000.0,Year,5.0,[],82500.0,Data Analyst
Wealth Management Business Insights Analyst,Penn Mutual,Remote,Unknown,Full-time,85000.0,100000.0,Year,6.0,"['Looker', 'Microsoft Excel', 'Customer service', 'Information Systems', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Senior level', 'Business', 'Communication skills', 'Under 1 year']",92500.0,Data Analyst
Performance Analyst III,City of Boise,Boise,ID,Full-time,68000.0,80500.0,Year,5.0,[],74250.0,Data Analyst
Human Resources Data Analyst,Betteravia Farms LLC,Santa Maria,CA,Full-time,47400.0,59300.0,Year,5.0,"['Live chat', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Research', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Human resources', 'Data entry', 'Organizational skills', 'Communication skills']",53350.0,Data Analyst
Contracts and Grants Analyst,Redwood Coast Energy Authority,Eureka,CA,Full-time,37.04,46.46,Hour,5.0,"['Microsoft Word', 'Microsoft Excel', 'Mid-level', 'Microsoft Office', 'Purchasing', 'Communication skills', 'Adobe Acrobat']",41.75,Data Analyst
Operations Analyst,Spinwheel Solutions Inc.,Remote,Unknown,Full-time,63300.0,86600.0,Year,4.0,"['Business analysis', 'Mid-level', '1 year']",74950.0,Data Analyst
"Data Analyst, GBM - MPIE",TikTok,San Francisco,CA,Unknown,96000.0,180000.0,Year,4.0,"['Mandarin', 'Looker', 'Power BI', 'Management', 'Statistics', 'R', 'Data analysis skills', 'Mathematics', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data analytics', 'Python']",138000.0,Data Analyst
Community Data Health Initiative (“CDHI”) Analyst,City of Detroit,Detroit,MI,Contract,80000.0,95000.0,Year,4.0,['Mid-level'],87500.0,Data Analyst
Business Analyst,Indiana University,Bloomington,IN,Full-time,48500.0,61500.0,Year,0.4583333333333333,"['Computer science', 'Customer service', 'Business analysis', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'ServiceNow', 'Construction', '2 years', 'Communication skills']",55000.0,Data Analyst
Educational Data Analyst,Room to Read,Remote,Unknown,Part-time,58400.0,75200.0,Year,1.0,"['Qualitative research', 'Writing skills', 'Mid-level', 'Social Sciences', 'Analysis skills', 'Education', 'Budgeting', 'Data collection', 'Quantitative research']",66800.0,Data Analyst
Pricing / Data Entry Analyst,Puget Sound Pipe & Supply CO,Kent,WA,Full-time,22.0,28.0,Hour,6.0,"['Microsoft Excel', 'Microsoft Office', 'E-commerce', 'High school diploma or GED', 'Product management', 'Data entry', 'Organizational skills', 'Purchasing', 'Eclipse', 'Communication skills']",25.0,Data Analyst
STAFF SERVICES ANALYST,Department of Transportation,Alameda County,CA,Full-time,3749.0,6093.0,Year,7.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'Mid-level', ""Driver's License""]",4921.0,Data Analyst
Associate Intelligence Analyst,ViaPath Technologies,Columbus,OH,Full-time,46500.0,59200.0,Year,1.0,"['Spanish', 'Data mining', 'English', 'Windows', 'Microsoft Office', 'Analysis skills', ""Bachelor's degree"", 'Intelligence analysis', 'Communication skills', 'Entry level']",52850.0,Data Analyst
Business Data Analyst,Nuanza,United States,Unknown,Unknown,61100.0,78300.0,Year,1.0,"['Data analysis skills', 'System design', 'Project coordination', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Microsoft Project', 'Entry level']",69700.0,Data Analyst
Supply Chain Analyst,Rev-A-Shelf,Louisville,KY,Full-time,62325.87219178082,84745.32857020549,Year,1.0,"['Inventory management', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Supply chain management', 'Logistics', '2 years', 'Supply Chain Management', 'Communication skills']",73535.60038099316,Data Analyst
HR Data Analyst,"Airbus Americas, Inc.",Herndon,VA,Full-time,62325.87219178082,84745.32857020549,Year,13.0,"['Spanish', 'MATLAB', 'Microsoft Excel', 'Computer Science', 'Management Information Systems', 'XML', 'SAS', 'R', 'Alteryx', 'Data analysis skills', 'English', 'Mid-level', 'Tableau', '3 years', 'Algorithms', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'JSON', 'Business', 'Communication skills', 'Python', 'Time management']",73535.60038099316,Data Analyst
People Data Analyst,Independence Pet Group,Scottsdale,AZ,Full-time,69500.0,90300.0,Year,13.0,"['Data modeling', 'Microsoft Excel', 'Microsoft Access', 'Mid-level', 'Tableau', '3 years', 'Analysis skills', ""Bachelor's degree"", 'Human resources', 'Data analytics', 'Business Administration', 'Human Resources', 'Business', 'Communication skills', 'Workday']",79900.0,Data Analyst
Data & Reporting Analyst,PharMerica,Louisville,KY,Full-time,60600.0,73700.0,Year,12.0,"['Microsoft Powerpoint', 'Cognos', 'Power BI', 'Microsoft Excel', 'Microsoft Access', 'Computer Science', 'SAS', 'Data analysis skills', 'Mid-level', 'Microsoft Office', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Public health', 'Business Administration', 'Business']",67150.0,Data Analyst
Sys Admin and Data Analyst,University of Utah,Salt Lake City,UT,Full-time,75000.0,92000.0,Year,12.0,"['Crystal Reports', 'System administration', 'Data analysis skills', 'Mid-level', 'Tableau', 'Databases', 'SQL', ""Bachelor's degree"", 'Organizational skills', 'Leadership']",83500.0,Data Analyst
Data Centre Analyst – IT Operations,TRA'BIAN ENTERPRISES,United States,Unknown,Contract,47700.0,61000.0,Year,12.0,['Mid-level'],54350.0,Data Analyst
IT Business Analyst,York Hospital,York,ME,Full-time,62325.87219178082,84745.32857020549,Year,12.0,"['EHR systems', 'Customer service', '5 years', 'Mid-level', 'High school diploma or GED', ""Bachelor's degree"", 'Organizational skills', 'IT', 'Computer skills']",73535.60038099316,Data Analyst
Data Analyst I- Mindich Child Health and Development Institute,Mount Sinai,New York,NY,Unknown,64526.72,74250.0,Year,0.3333333333333333,"['Management', 'Computer Science', 'Mid-level', ""Master's degree""]",69388.36,Data Analyst
Business Intell Developer II,Parkview Health,Fort Wayne,IN,Full-time,62325.87219178082,84745.32857020549,Year,0.3333333333333333,"['Crystal Reports', 'Google Data Studio', 'Microsoft Excel', 'Business intelligence', 'Computer Science', 'Data analysis skills', 'Information Systems', 'Mid-level', 'Tableau', '3 years', 'SQL', 'AWS', 'Analysis skills', 'Organizational skills', 'Epic Certification', 'Epic', 'SAP BusinessObjects', ""Associate's degree"", 'Communication skills']",73535.60038099316,Data Analyst
Junior Consultant / Business Analyst,Kyndryl,Florida,Unknown,Full-time,74640.0,170280.0,Year,0.3333333333333333,"['Business intelligence', 'Sales', 'Data analysis skills', 'ROI', 'Finance', 'Project management', ""Bachelor's degree"", 'IT support', 'IT', 'Business Administration', 'Business', 'Communication skills']",122460.0,Data Analyst
Institutional Research Analyst - Strategic Research & Analysis,Valdosta State University,Valdosta,GA,Full-time,62325.87219178082,84745.32857020549,Year,0.3333333333333333,"['Microsoft Excel', 'Mid-level', '3 years', ""Bachelor's degree""]",73535.60038099316,Data Analyst
Operations Data Analyst,Syracuse University,Syracuse,NY,Full-time,62400.0,75000.0,Year,1.0,"['Power BI', 'Microsoft Excel', 'Oracle', 'Mid-level', 'Microsoft Office', 'Tableau', 'Qualtrics', 'Database management', ""Bachelor's degree"", 'Data analytics', 'Data science', 'Business', 'Communication skills']",68700.0,Data Analyst
Business Intelligence Analyst,Michigan Technological University,Houghton,MI,Full-time,60000.0,70000.0,Year,1.0,"['Oracle', 'Management Information Systems', 'Mid-level', 'Tableau', 'Data governance', 'SQL', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Continuous improvement', 'Organizational skills', 'Ellucian']",65000.0,Data Analyst
"Analyst, GBS Business Performance",Warner Music Group,Nashville,TN,Full-time,54100.0,67400.0,Year,1.0,"['Bilingual', 'Six Sigma Certification', 'Power BI', 'Microsoft Excel', 'Management', 'Business analysis', 'Data analysis skills', 'Mid-level', 'Tableau', 'Finance', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'SAP S/4HANA', 'Business Administration']",60750.0,Data Analyst
Data Analyst,Red Tettemer O'Connell + Partners,United States,Unknown,Unknown,71100.0,91800.0,Year,1.0,"['Google AdWords', 'DoubleClick', 'Mid-level', 'Data management', '2 years']",81450.0,Data Analyst
Healthcare Functional&Business Analysis,Engineering Industries eXcellence,United States,Unknown,Full-time,48000.0,69500.0,Year,1.0,[],58750.0,Data Analyst
Competitive Intelligence Analyst,Innovative Management Solution,Remote,Unknown,Contract,28.0,35.0,Hour,0.375,"['Microsoft Excel', 'Data analysis skills', 'Mathematics', 'Research', 'Mid-level', 'Analysis skills', 'Continuous integration', 'Business Administration']",31.5,Data Analyst
Management Analyst,Horizon Consulting Inc.,Jersey City,NJ,Unknown,55100.0,64300.0,Year,0.375,"[""Master's degree"", ""Bachelor's degree"", 'Entry level']",59700.0,Data Analyst
Data Analyst,Mitigation Resources of North America,Hallsville,TX,Full-time,49000.0,60800.0,Year,0.375,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Relational databases', 'R', 'Alteryx', 'Mid-level', 'Microsoft Office', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Predictive analytics', '2 years']",54900.0,Data Analyst
eCommerce Data Specialist,Tharaldson Hospitality,Las Vegas,NV,Full-time,62325.87219178082,84745.32857020549,Year,6.0,"['Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Mid-level', ""Driver's License"", 'Computer skills', '1 year']",73535.60038099316,Data Analyst
Intelligence Analyst – NVRDI,University of Baltimore,Baltimore,MD,Full-time,60000.0,70000.0,Year,6.0,"['Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'Data analysis skills', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Intelligence analysis', '1 year']",65000.0,Data Analyst
Junior/ Entry Level Construction Data Analyst,"KENPAT GULF COAST, LLC",Tampa,FL,Full-time,37900.0,54400.0,Year,7.0,"['Power BI', 'Microsoft Excel', 'Macros', 'Pivot tables', 'AI', 'Data transformation', 'Communication skills']",46150.0,Data Analyst
Business Analyst,Liebherr USA Co.,Newport News,VA,Full-time,60200.0,76200.0,Year,7.0,"['Microsoft Excel', 'Bachelor of Science', 'ERP systems', 'Mid-level', 'IFRS', ""Driver's License"", ""Bachelor's degree"", 'Accounting', 'Computer skills', 'Power Pivot', '2 years', 'Communication skills']",68200.0,Data Analyst
Intelligence Analyst,George Mason University,Washington,VA,Full-time,47900.0,64000.0,Year,7.0,"['Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'Data analysis skills', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Intelligence analysis', '1 year']",55950.0,Data Analyst
"Sr. Analyst, Data Analytics",Tapestry,New York,NY,Unknown,90000.0,105000.0,Year,7.0,"['R', 'Mid-level', 'E-commerce', 'Tableau', 'SQL', ""Bachelor's degree"", 'Data analytics', 'Data science', 'Data visualization', 'Business requirements', 'Google Analytics', 'Communication skills', 'Python']",97500.0,Data Analyst
"Specialist, Commercial Data Reporting and Analysis",Delta Airlines,Atlanta,GA,Unknown,70200.0,100000.0,Year,7.0,"['Statistics', 'Hyperion', 'Computer science', 'Power BI', 'Data modeling', 'Microsoft Excel', 'Management', 'Sales', 'SAS', 'Bachelor of Science', 'Engineering', 'R', 'Data analysis skills', 'UNIX', 'Revenue management', 'Tableau', '3 years', 'High school diploma or GED', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'Senior level', 'Communication skills', 'Python']",85100.0,Data Analyst
Lead Research Analyst,University of Miami,Miami,FL,Full-time,36600.0,49000.0,Year,7.0,"['Mid-level', ""Bachelor's degree"", '4 years']",42800.0,Data Analyst
Accreditation & Enrollment Data Analyst,Mercy University,Dobbs Ferry,NY,Full-time,23.0,28.0,Hour,7.0,"['Microsoft Excel', 'Mid-level', ""Master's degree"", ""Bachelor's degree"", 'Grant proposal writing']",25.5,Data Analyst
IT Business Analyst,MetroPlus Health Plan,New York,NY,Full-time,62325.87219178082,84745.32857020549,Year,5.0,"['Microsoft Word', 'Computer Science', '5 years', 'Master of Public Health', 'Business analysis', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Public Health']",73535.60038099316,Data Analyst
DOMO Business Analyst,Sante Analytics LLC,United States,Unknown,Unknown,52100.0,74200.0,Year,5.0,"['Mid-level', 'Project management']",63150.0,Data Analyst
"Sr Analyst, Transpacific Pricing",Delta Airlines,Atlanta,GA,Unknown,51500.0,65500.0,Year,4.0,"['Hyperion', 'Pricing', 'Sales', 'Revenue management', 'Mid-level', 'High school diploma or GED', 'Analysis skills', 'Project management', 'Leadership']",58500.0,Data Analyst
INFORMATION TECHNOLOGY ANALYST,City of Huntington Beach,Huntington Beach,CA,Full-time,40.98,54.91,Hour,4.0,"['Mid-level', 'SQL', 'Database administration', 'Database management', '2 years']",47.94499999999999,Data Analyst
"Analyst, Data Management",Enterprise Products,Houston,TX,Unknown,71300.0,89400.0,Year,8.0,"['Microsoft Excel', 'Data mining', 'Computer Science', 'Data analysis skills', 'Mid-level', 'Finance', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'IT', 'Accounting', 'Communication skills', 'Time management']",80350.0,Data Analyst
Data Analyst,Gold Standard Auctions,Dallas,TX,Full-time,24.0,30.0,Hour,4.0,"['E-commerce', 'SQL', 'Organizational skills', 'Python']",27.0,Data Analyst
Data Labeling Analyst III,West Coast Consulting,Remote,Unknown,Contract,20.0,26.0,Hour,1.0,"['Salesforce', 'Mid-level', '3 years', 'SQL', '1 year']",23.0,Data Analyst
Data Analyst - I,"Certified Technical Experts, Inc.",Brighton,MA,Contract,60.0,70.0,Hour,0.6666666666666666,"['Statistics', 'Power BI', '7 years', 'Tableau', 'SQL', 'ETL', 'Financial services', 'Data visualization', 'Senior level', 'Workday']",65.0,Data Analyst
Business Analyst,Intellibee,Salem,OR,Unknown,72700.0,91200.0,Year,1.0,"['5 years', 'Microsoft Office', 'Design thinking', 'Senior level', 'TFS']",81950.0,Data Analyst
Data Analyst,Voices Together,Chapel Hill,NC,Full-time,81379.0,88767.0,Year,0.4583333333333333,"['Google Suite', 'Computer Science', 'EHR systems', 'Healthcare Administration', 'Mid-level', 'Microsoft Office', '3 years', ""Driver's License"", ""Bachelor's degree"", 'Data analytics', 'Organizational skills', 'Communication skills']",85073.0,Data Analyst
Data Analyst,"City of Augusta, GA",Augusta,GA,Full-time,45738.0,52599.0,Year,4.0,"['Microsoft Word', 'Microsoft Excel', 'Computer Science', 'Word processing', 'R', 'Data analysis skills', 'Microsoft Office', ""Master's degree"", 'SQL', 'Analysis skills', 'Math', ""Bachelor's degree"", 'Data entry', 'Organizational skills', 'IT', 'Computer skills', '1 year', 'Communication skills', 'Python', 'Entry level', 'Data Science']",49168.5,Data Analyst
HR DATA ANALYST,The State of Florida,Tallahassee,FL,Unknown,62325.87219178082,84745.32857020549,Year,6.0,"['Power BI', 'Microsoft Excel', 'Customer service', 'Mid-level', 'SQL', 'Human resources', 'SharePoint', '1 year']",73535.60038099316,Data Analyst
Junior Program Analyst,"R&P Technologies, LLC",Bath,ME,Full-time,50100.0,61600.0,Year,11.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Microsoft Office', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills', 'Communication skills']",55850.0,Data Analyst
Commercial Analytics Analyst 2,Hologic,Marlborough,MA,Unknown,62500.0,97800.0,Year,11.0,"['Power BI', 'Economics', 'Data modeling', 'Microsoft Excel', 'Oracle', 'Management', 'Microsoft SQL Server', 'Mid-level', 'Statistical analysis', 'Project management', ""Bachelor's degree"", 'Quantitative analysis', 'Business', '2 years', 'Communication skills', 'Marketing']",80150.0,Data Analyst
Data Analyst (Entry Level) - Remote Midwest,Heartland Dental,Effingham,IL,Unknown,39900.0,59600.0,Year,0.375,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Medical collection', 'Microsoft Outlook', 'Data analysis skills', 'Mid-level', '3 years', 'Analysis skills', 'Medical billing', 'Organizational skills', 'Computer skills', 'Business Administration', 'Communication skills']",49750.0,Data Analyst
